studyId,TRIAL_INSTANCE,trial,gen,block,ibk,col,row,resp
2089,2,loc_11,geno_10,2,2,5,3,1635
2089,2,loc_11,geno_16,2,2,6,3,1237
2089,2,loc_11,geno_06,2,2,7,3,1680
2089,2,loc_11,geno_04,2,2,8,3,1659
2089,2,loc_11,geno_18,2,3,9,3,910
2089,2,loc_11,geno_21,2,3,10,3,1069
2089,2,loc_11,geno_11,2,3,11,3,1878
2089,2,loc_11,geno_15,2,3,12,3,910
2089,2,loc_11,geno_23,2,4,1,4,1512
2089,2,loc_11,geno_09,2,4,2,4,1543
2089,2,loc_11,geno_07,2,4,3,4,1702
2089,2,loc_11,geno_03,2,4,4,4,904
2089,2,loc_11,geno_20,2,5,5,4,1657
2089,2,loc_11,geno_14,2,5,6,4,1653
2089,2,loc_11,geno_08,2,5,7,4,1688
2089,2,loc_11,geno_02,2,5,8,4,1600
2089,2,loc_11,geno_01,2,6,9,4,1520
2089,2,loc_11,geno_19,2,6,10,4,1514
2089,2,loc_11,geno_13,2,6,12,4,1329
2089,,loc_12,geno_01,1,1,1,1,1316
2089,,loc_12,geno_02,1,1,2,1,1224
2089,,loc_12,geno_03,1,1,3,1,2026
2089,,loc_12,geno_04,1,1,4,1,2053
2089,,loc_12,geno_05,1,2,5,1,2132
2089,,loc_12,geno_06,1,2,6,1,2158
2089,,loc_12,geno_07,1,2,7,1,2211
2089,,loc_12,geno_08,1,2,8,1,3342
2089,,loc_12,geno_09,1,3,9,1,1737
2089,,loc_12,geno_10,1,3,10,1,1737
2089,,loc_12,geno_11,1,3,11,1,1553
2089,,loc_12,geno_12,1,3,12,1,1982
2089,,loc_12,geno_13,1,4,1,2,2368
2089,,loc_12,geno_14,1,4,2,2,1955
2089,,loc_12,geno_15,1,4,3,2,1729
2089,,loc_12,geno_16,1,4,4,2,1316
2089,,loc_12,geno_17,1,5,5,2,2024
2089,,loc_12,geno_18,1,5,6,2,1853
2089,,loc_12,geno_19,1,5,7,2,1645
2089,,loc_12,geno_20,1,5,8,2,1758
2089,,loc_12,geno_21,1,6,9,2,2092
2089,,loc_12,geno_22,1,6,10,2,2139
2089,,loc_12,geno_23,1,6,11,2,1626
2089,,loc_12,geno_17,2,1,1,3,2737
2089,,loc_12,geno_12,2,1,2,3,2368
2089,,loc_12,geno_22,2,1,3,3,1921
2089,,loc_12,geno_05,2,1,4,3,2474
2089,,loc_12,geno_10,2,2,5,3,2500
2089,,loc_12,geno_16,2,2,6,3,2184
2089,,loc_12,geno_06,2,2,7,3,1724
2089,,loc_12,geno_04,2,2,8,3,2539
2089,,loc_12,geno_18,2,3,9,3,2263
2089,,loc_12,geno_21,2,3,10,3,2026
2089,,loc_12,geno_11,2,3,11,3,1868
2089,,loc_12,geno_15,2,3,12,3,2684
