"","gen","predicted.value","std.error","status","weight","Environment"
"49","geno_03",1868.55734548236,143.83429516702,"Estimable",0.000102569545742865,"loc_03"
"50","geno_04",1342.50606189375,127.451253445076,"Estimable",0.000112978512273629,"loc_03"
"51","geno_05",1951.94682383417,142.320407109111,"Estimable",0.000112933217196352,"loc_03"
"52","geno_06",1553.35405172026,133.455166869667,"Estimable",0.000113916885021237,"loc_03"
"53","geno_07",1462.09113201752,127.649483183742,"Estimable",0.000106384172506956,"loc_03"
"54","geno_08",1638.01459272276,132.346775254979,"Estimable",0.000107008771163707,"loc_03"
"55","geno_09",1497.45729153234,139.638452793498,"Estimable",0.000104288988492787,"loc_03"
"56","geno_10",1600.92679949276,123.593675712177,"Estimable",0.000113046117314744,"loc_03"
"57","geno_11",1175.28573209028,170.105683003018,"Estimable",7.27221083585861e-05,"loc_03"
"58","geno_12",1858.90870167663,141.472342620039,"Estimable",9.88999862234687e-05,"loc_03"
"59","geno_13",1657.35006537309,155.930193211353,"Estimable",9.18466359813836e-05,"loc_03"
"60","geno_14",1667.88102050933,137.070939315817,"Estimable",0.000113666781982895,"loc_03"
"61","geno_15",1218.45782133511,140.463454293408,"Estimable",0.000119264120263372,"loc_03"
"62","geno_16",1173.98797057782,116.70105534317,"Estimable",0.000163283708738167,"loc_03"
"63","geno_17",788.483756316243,124.499699072597,"Estimable",0.000144362712844187,"loc_03"
"64","geno_18",1355.50994810724,111.441050436759,"Estimable",0.000163327581293832,"loc_03"
"65","geno_19",1811.46839587184,136.473712991553,"Estimable",0.000110346307538752,"loc_03"
"66","geno_20",1518.95097990715,122.986675578332,"Estimable",0.000113571207782807,"loc_03"
"67","geno_21",1398.20994565187,124.43394405408,"Estimable",0.000125699744985193,"loc_03"
"68","geno_22",1479.56792215473,117.186434187909,"Estimable",0.000163194364916239,"loc_03"
"69","geno_23",1381.60566367652,168.435784792695,"Estimable",9.57073422910954e-05,"loc_03"
"70","geno_01",8377.40386384664,572.508024336496,"Estimable",3.74343863518509e-06,"loc_04"
"71","geno_02",8280.03316899422,573.349620458527,"Estimable",3.77904585332991e-06,"loc_04"
"72","geno_03",8007.14816186516,572.92259594668,"Estimable",3.77904585332989e-06,"loc_04"
"73","geno_04",8439.80928460101,572.943709563069,"Estimable",3.86547185721645e-06,"loc_04"
"74","geno_05",8381.79884200126,572.256491626627,"Estimable",3.86547188027881e-06,"loc_04"
"75","geno_06",8311.53536356024,572.034727882228,"Estimable",3.86547225564599e-06,"loc_04"
"76","geno_07",7967.65842157414,573.049374591176,"Estimable",3.77904605149574e-06,"loc_04"
"77","geno_08",7836.19786647587,572.804019344513,"Estimable",3.77904585332984e-06,"loc_04"
"78","geno_09",8528.0562356365,572.616477062133,"Estimable",3.77904585332982e-06,"loc_04"
"79","geno_10",7781.80868504666,572.500725883762,"Estimable",3.86547203146011e-06,"loc_04"
"80","geno_11",8657.86921548633,576.35039313056,"Estimable",3.7565609326225e-06,"loc_04"
"81","geno_12",7804.36105709351,572.405099876106,"Estimable",3.75639343394841e-06,"loc_04"
"82","geno_13",8140.96049316408,570.859477922129,"Estimable",3.75733626990325e-06,"loc_04"
"83","geno_14",8687.75339926999,571.9471320016,"Estimable",3.86547229913496e-06,"loc_04"
"84","geno_15",7373.18974184956,572.853595749281,"Estimable",3.8369464576041e-06,"loc_04"
"85","geno_16",7709.95954971312,571.426286021479,"Estimable",3.95616919612172e-06,"loc_04"
"86","geno_17",8547.22612831675,570.522268313944,"Estimable",3.9158066929131e-06,"loc_04"
"87","geno_18",7719.43947896119,572.721320028225,"Estimable",3.95616919612163e-06,"loc_04"
"88","geno_19",7315.01667509776,571.456943731969,"Estimable",3.83294688800734e-06,"loc_04"
"89","geno_20",7557.48952366915,572.164606118579,"Estimable",3.86547176100824e-06,"loc_04"
"90","geno_21",7728.78536926123,568.973390361834,"Estimable",4.06137921013903e-06,"loc_04"
"91","geno_22",8236.37880242808,572.668436310647,"Estimable",3.95616955770298e-06,"loc_04"
"92","geno_23",7612.50420008074,572.952118854902,"Estimable",3.7894964483176e-06,"loc_04"
"93","geno_01",2712.68182301063,202.129391133848,"Estimable",0.000127729833076594,"loc_05"
"94","geno_02",2353.64189037778,202.840154369425,"Estimable",0.000144325100322738,"loc_05"
"95","geno_03",2386.42556621648,197.949881562481,"Estimable",0.000170483073881342,"loc_05"
"96","geno_04",1807.0106451774,206.098975720669,"Estimable",0.000173563649761931,"loc_05"
"97","geno_05",2519.53580713015,199.297847655498,"Estimable",0.000175739711049324,"loc_05"
"98","geno_06",2110.42262720946,196.054846247385,"Estimable",0.000267445211272377,"loc_05"
"99","geno_07",2098.46494624995,195.346223059939,"Estimable",0.000214870005475978,"loc_05"
"100","geno_08",2510.65936401322,199.106703758713,"Estimable",0.000179134865376263,"loc_05"
"101","geno_09",1938.32094469731,192.947715805037,"Estimable",0.000178617389673769,"loc_05"
"102","geno_10",2331.85604050776,192.158012637778,"Estimable",0.000210277105917696,"loc_05"
"103","geno_11",2211.54314200097,196.872743899691,"Estimable",0.000156156213337441,"loc_05"
"104","geno_12",1780.27069313148,192.478953215123,"Estimable",0.00016933208736274,"loc_05"
"105","geno_13",1821.1005710278,202.412952177095,"Estimable",9.63779688928522e-05,"loc_05"
"106","geno_14",1723.23319783354,213.140449345764,"Estimable",0.000110879583654252,"loc_05"
"107","geno_15",2807.50590265187,194.055364458408,"Estimable",0.000185176583519272,"loc_05"
"108","geno_16",2492.41618296141,200.045946848849,"Estimable",0.000260912432672825,"loc_05"
"109","geno_17",2643.21296659791,194.966930541858,"Estimable",0.000181154828249718,"loc_05"
"110","geno_18",2581.86602539564,188.858490344061,"Estimable",0.000260912300186963,"loc_05"
"111","geno_19",2266.47547669943,189.479790886446,"Estimable",0.00024266497855796,"loc_05"
"112","geno_20",1918.81906847405,199.757520834211,"Estimable",0.000174741405831918,"loc_05"
"113","geno_21",2150.11320308351,187.585036908137,"Estimable",0.00032302145233785,"loc_05"
"114","geno_22",1432.04843645129,193.873264048765,"Estimable",0.0003117923797638,"loc_05"
"115","geno_23",2274.08633970012,194.038667244038,"Estimable",0.000159537247491031,"loc_05"
"116","geno_01",4577.93194991679,170.835089672288,"Estimable",0.000292860916410285,"loc_06"
"117","geno_02",4592.87414260958,171.046204297469,"Estimable",0.000293178435304791,"loc_06"
"118","geno_03",4580.23154611468,171.047071802063,"Estimable",0.000293178435304792,"loc_06"
"119","geno_04",4587.05452343591,171.142385626554,"Estimable",0.000293157713445343,"loc_06"
"120","geno_05",4593.74888923521,171.142300417246,"Estimable",0.000293157713471273,"loc_06"
"121","geno_06",4577.79916833955,171.141987119362,"Estimable",0.000293157715064281,"loc_06"
"122","geno_07",4574.34981613207,171.047206668583,"Estimable",0.000293178436108582,"loc_06"
"123","geno_08",4579.49635817876,171.047075237222,"Estimable",0.000293178435304791,"loc_06"
"124","geno_09",4585.93894969772,171.04589070086,"Estimable",0.000293178435304792,"loc_06"
"125","geno_10",4594.30379998372,171.142096452992,"Estimable",0.000293157714194885,"loc_06"
"126","geno_11",4570.64866949132,171.138471237004,"Estimable",0.000293039189969718,"loc_06"
"127","geno_12",4586.7872315466,170.843360985743,"Estimable",0.000292750083933006,"loc_06"
"128","geno_13",4588.32313085545,170.566154776165,"Estimable",0.000292078348648312,"loc_06"
"129","geno_14",4588.28399420511,171.089244955064,"Estimable",0.000293157715082885,"loc_06"
"130","geno_15",4584.6921692286,170.94555699437,"Estimable",0.000292939657096972,"loc_06"
"131","geno_16",4574.75493813597,171.179448041172,"Estimable",0.000293333204820294,"loc_06"
"132","geno_17",4569.1014905935,171.010572608252,"Estimable",0.000293004080984193,"loc_06"
"133","geno_18",4587.00420878317,171.179446244546,"Estimable",0.000293333204820294,"loc_06"
"134","geno_19",4573.15137955332,170.969307203486,"Estimable",0.000292854694285702,"loc_06"
"135","geno_20",4589.65179521524,171.091428273171,"Estimable",0.00029315771333413,"loc_06"
"136","geno_21",4593.33880966543,171.194096099027,"Estimable",0.000293614842956934,"loc_06"
"137","geno_22",4579.32968895591,171.178055593903,"Estimable",0.000293333205838191,"loc_06"
"138","geno_23",4586.46419789481,170.688333708517,"Estimable",0.00029239720390008,"loc_06"
"139","geno_01",6503.85887873092,428.636282159099,"Estimable",5.55066364602423e-06,"loc_07"
"140","geno_02",5374.39646575432,311.143712824972,"Estimable",1.03700030117108e-05,"loc_07"
"141","geno_03",7306.71698686471,316.352174813134,"Estimable",1.01134446338543e-05,"loc_07"
"142","geno_04",6463.05300705763,320.678943594913,"Estimable",1.00180912324835e-05,"loc_07"
"143","geno_05",8598.9691016164,324.38804098569,"Estimable",9.83600903462537e-06,"loc_07"
"144","geno_06",7728.82625181016,320.187587357017,"Estimable",1.00407780611043e-05,"loc_07"
"145","geno_07",6572.71525594563,311.143629658723,"Estimable",1.03700080189419e-05,"loc_07"
"146","geno_08",7902.95513210861,310.144762202563,"Estimable",1.04175207663309e-05,"loc_07"
